"","Rank","Bib","Name","Nation","Pts","Time","Gender","Date","WMTRC","Race","img"
"1158","3",4379,"Lucia ARNOLDO","ITA",188,"0:33:42","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1159","4",4354,"Amelie LANE","GBR",187,"0:34:22","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1160","5",4355,"Lauren RUSSELL","GBR",186,"0:34:25","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1161","6",4339,"Nadia SOTO","ESP",185,"0:34:28","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1162","7",4345,"Margot DAJOUX","FRA",184,"0:34:52","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1163","8",4356,"Eve WHITAKER","GBR",183,"0:35:00","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1164","9",4346,"Alice MUGNIER","FRA",182,"0:35:05","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1165","10",4391,"Ida WALDAL","NOR",181,"0:35:06","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/no_black.png"
"1166","11",4347,"Pauline TROCELLIER","FRA",180,"0:35:09","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1167","12",4382,"Anna HOFER","ITA",179,"0:35:21","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1168","13",4412,"Aina SCHERLING","SUI",178,"0:35:28","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1169","14",4405,"Klara MOČNIK","SLO",177,"0:35:35","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/si_black.png"
"1170","15",4344,"Lili BECK","FRA",176,"0:36:01","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1171","16",4432,"Samantha WOOD","USA",175,"0:36:16","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1172","17",4384,"Emily VUCEMILLO","ITA",174,"0:36:25","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1173","18",4431,"Lindsey WHITTON","USA",173,"0:36:45","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1174","19",4336,"Blanca BATLLE","ESP",172,"0:36:56","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1175","20",4338,"Laura ORDIALES","ESP",171,"0:37:02","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1176","21",4420,"Ceyda Melek PINAR","TUR",170,"0:37:03","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/tr_black.png"
"1177","22",4325,"Petra HAVLOVÁ","CZE",169,"0:37:22","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/cz_black.png"
"1178","23",4419,"Rojda GORAN","TUR",168,"0:37:22","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/tr_black.png"
"1179","24",4381,"Matilde BONINO","ITA",167,"0:37:30","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1180","25",4394,"Monika OGÓREK","POL",166,"0:37:34","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/pl_black.png"
"1181","26",4389,"Gabriela CAMACHO","MEX",165,"0:37:37","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1182","27",4411,"Sofia CHÉTELAT","SUI",164,"0:37:54","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1183","28",4429,"Milaina ALMONTE","USA",163,"0:38:04","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1184","29",4364,"Vanda LÖVEI","HUN",162,"0:38:16","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/hu_black.png"
"1185","30",4395,"Zofia TEOFILEWSKA","POL",161,"0:38:22","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/pl_black.png"
"1186","31",4390,"Sofia PEÑA","MEX",160,"0:38:23","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1187","32",4363,"Natália IKER","HUN",159,"0:38:35","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/hu_black.png"
"1188","33",4418,"Zeynep ERTAŞ","TUR",158,"0:38:48","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/tr_black.png"
"1189","34",4404,"Sara BILBAN","SLO",157,"0:38:51","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/si_black.png"
"1190","35",4406,"Ana NOVAK","SLO",156,"0:38:51","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/si_black.png"
"1191","36",4371,"Katie GRAHAM","IRL",155,"0:39:00","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1192","37",4306,"Eunice LESCANO","ARG",154,"0:39:25","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1193","38",4372,"Eimear MCCARROLL","IRL",153,"0:40:13","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1194","39",4307,"Juliana Itati ROMERO","ARG",152,"0:40:22","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1195","40",4314,"Fabiola FORTSCHEGGER","AUT",151,"0:41:28","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/at_black.png"
"1196","41",4315,"Hanna GALLER","AUT",150,"0:42:06","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/at_black.png"
"1197","42",4362,"Laura GALSI","HUN",149,"0:42:16","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/hu_black.png"
"1198","43",4310,"Selwyn RUSSELL","AUS",148,"0:42:19","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/au_black.png"
"1199","44",4370,"Kate CONNOLLY","IRL",147,"0:43:49","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1200","45",4331,"Tania Geovanna VALLEJO TRIANA","ECU",146,"0:44:56","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1201","46",4305,"Camila DE LA COLINA","ARG",145,"0:45:45","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1202","47",4369,"Jessica BLANEY","IRL",144,"0:48:06","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1203","48",4430,"Lily JIN","USA",143,"0:53:53","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1204","DNF",4330,"Antonella Cristina ARIAS ZAMBRANO","ECU",NA,"DNF","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1205","DNF",4407,"Klara VELEPEC","SLO",NA,"DNF","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/si_black.png"
"1206","DNF",4413,"Nina VILLIGER","SUI",NA,"DNF","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1207","DNS",4318,"Maria Belen BURGOS LOZADA","BOL",NA,"DNS","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/bo_black.png"
"1208","did not show up",4352,"Georgia BELL","GBR",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1209","did not show up",4380,"Matilde BAGNUS","ITA",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1210","did not show up",4383,"Elisa PEVERELLI","ITA",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1211","did not show up",4423,"Priscilla CHEPKWEMOI","UGA",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1212","did not show up",4424,"Nancy CHEPKWURUI","UGA",NA,"did not show up","Female",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1213","1",4422,"James KIRWA","UGA",190,"0:27:37","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1214","2",4421,"Hosea CHEMUTAI","UGA",189,"0:27:43","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"1215","3",4409,"Matthieu BÜHRER","SUI",188,"0:27:52","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1216","4",4357,"Lukas EHRLE","GER",187,"0:28:28","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/de_black.png"
"1217","5",4333,"Jan TORRELLA","ESP",186,"0:28:38","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1218","6",4341,"Anatole BERTHOU","FRA",185,"0:28:43","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1219","7",4408,"Loïc BERGER","SUI",184,"0:28:56","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1220","8",4410,"Nino FREITAG","SUI",183,"0:29:10","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ch_black.png"
"1221","9",4342,"Jules MONGELLAZ","FRA",182,"0:29:16","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1222","10",4417,"Mervan HAYKIR","TUR",181,"0:29:25","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/tr_black.png"
"1223","11",4335,"Marcos VILLAMUERA","ESP",180,"0:29:32","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1224","12",4324,"Matěj PLACATKA","CZE",179,"0:29:36","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/cz_black.png"
"1225","13",4340,"Jules BARRIOD","FRA",178,"0:29:48","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1226","14",4374,"Mauro DALLAPICCOLA","ITA",177,"0:29:58","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1227","15",4425,"Michael MAIORANO","USA",176,"0:30:07","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1228","16",4332,"Marcos LÓPEZ GALERA","ESP",175,"0:30:10","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1229","17",4334,"Fabián VENERO","ESP",174,"0:30:16","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/es_black.png"
"1230","18",4386,"Miguel Angel LOPEZ","MEX",173,"0:30:19","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1231","19",4414,"Adam KRAJČ","SVK",172,"0:30:21","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/sk_black.png"
"1232","20",4377,"Nicola MOROSINI","ITA",171,"0:30:23","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1233","21",4343,"Chane SOUARD","FRA",170,"0:30:23","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"1234","22",4426,"Kenan PALA","USA",169,"0:30:34","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1235","23",4349,"William LONGDEN","GBR",168,"0:30:46","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1236","24",4388,"Jesus QUIROZ","MEX",167,"0:30:55","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1237","25",4312,"Maximilian MEUSBURGER","AUT",166,"0:30:55","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/at_black.png"
"1238","26",4416,"Ümran BULUT","TUR",165,"0:30:57","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/tr_black.png"
"1239","27",4365,"Tom CRUDGINGTON","IRL",164,"0:30:58","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1240","28",4348,"Ewan BUSFIELD","GBR",163,"0:31:01","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1241","29",4427,"Caleb RICHARDSON","USA",162,"0:31:16","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1242","30",4373,"Francesco BONGIO","ITA",161,"0:31:25","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1243","31",4351,"Alexander POULSTON","GBR",160,"0:31:28","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1244","32",4359,"Bertold KALÁSZ","HUN",159,"0:31:35","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/hu_black.png"
"1245","33",4403,"Maj PRITRŽNIK","SLO",158,"0:31:44","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/si_black.png"
"1246","34",4376,"Francesco MAZZA","ITA",157,"0:31:51","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/it_black.png"
"1247","35",4393,"Maciej LACHOWSKI","POL",156,"0:31:59","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/pl_black.png"
"1248","36",4361,"Milán ZAHORÁN","HUN",155,"0:32:04","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/hu_black.png"
"1249","37",4321,"Julio Alejandro ESPINOZA","CHI",154,"0:32:07","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/cl_black.png"
"1250","38",4328,"Emilio Paul LEON PEREZ","ECU",153,"0:32:09","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1251","39",4385,"Mark LOPEZ","MEX",152,"0:32:11","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1252","40",4313,"Niklas SCHERB","AUT",151,"0:32:21","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/at_black.png"
"1253","41",4428,"Wes SHIPSEY","USA",150,"0:32:28","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/us_black.png"
"1254","42",4368,"Colum O'NEIL","IRL",149,"0:32:46","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ie_black.png"
"1255","43",4350,"Thomas PERRY","GBR",148,"0:32:50","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"1256","44",4309,"Zack NEWSHAM","AUS",147,"0:32:54","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/au_black.png"
"1257","45",4303,"Diego REBOLLEDO","ARG",146,"0:33:00","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1258","46",4387,"Hector PEREZ","MEX",145,"0:33:11","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/mx_black.png"
"1259","47",4311,"Fabian HENNERBICHLER","AUT",144,"0:33:14","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/at_black.png"
"1260","48",4358,"Arvid LÖSEL","GER",143,"0:33:16","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/de_black.png"
"1261","49",4400,"Mark KOCAR","SLO",142,"0:33:18","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/si_black.png"
"1262","50",4326,"Israel CHIMBO PASATO","ECU",141,"0:33:34","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ec_black.png"
"1263","51",4415,"Abdülmecit AÇAN","TUR",140,"0:33:49","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/tr_black.png"
"1264","52",4398,"Dumitru-Florin GUT","ROU",139,"0:33:53","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ro_black.png"
"1265","53",4302,"Ignacio POZA","ARG",138,"0:33:58","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ar_black.png"
"1266","54",4396,"Ciprian COSTIN","ROU",137,"0:34:20","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/ro_black.png"
"1267","55",4402,"Jaka MARINKO","SLO",136,"0:34:31","Male",2023-06-10,"Innsbruck","Mountain Classic Junior","https://timit.pro/events/graphics/flags/png/si_black.png"
